algo,t,mean_group,std_group,mean_hub,std_hub,cum_pulls
EigenTreeUCB,10,8.75,2.48327740429189,0.5,0.2041241452319315,40.0
EigenTreeUCB,11,8.75,2.48327740429189,0.5,0.2041241452319315,40.0
EigenTreeUCB,12,8.75,2.48327740429189,0.5,0.2041241452319315,40.0
EigenTreeUCB,13,8.833333333333334,2.6007477557212058,0.5833333333333334,0.31180478223116176,41.0
EigenTreeUCB,14,8.833333333333334,2.6007477557212058,0.5833333333333334,0.31180478223116176,41.0
EigenTreeUCB,15,8.833333333333334,2.6007477557212058,0.5833333333333334,0.31180478223116176,41.0
EigenTreeUCB,16,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,60.0
EigenTreeUCB,17,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,60.0
EigenTreeUCB,18,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,60.0
EigenTreeUCB,19,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,60.0
EigenTreeUCB,20,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,61.0
EigenTreeUCB,21,10.416666666666666,4.8362060428489695,0.5833333333333334,0.31180478223116176,61.0
