t,group_regret
1588,263.5555555555555
1589,263.5555555555555
1590,263.5555555555555
1591,263.5555555555555
1592,263.5555555555555
1593,263.5555555555555
1594,263.5555555555555
1595,263.5555555555555
1596,263.5555555555555
1597,263.5555555555555
1598,263.5555555555555
1599,263.5555555555555
1600,263.5555555555555
1601,263.5555555555555
1602,263.5555555555555
1603,263.5555555555555
1604,263.5555555555555
1605,263.5555555555555
1606,263.5555555555555
1607,263.5555555555555
1608,263.5555555555555
1609,263.5555555555555
1610,263.5555555555555
1611,263.5555555555555
1612,263.5555555555555
1613,263.5555555555555
1614,263.5555555555555
1615,263.5555555555555
1616,263.5555555555555
1617,263.5555555555555
1618,263.5555555555555
1619,263.5555555555555
1620,263.5555555555555
1621,263.5555555555555
1622,263.5555555555555
1623,263.5555555555555
1624,263.5555555555555
1625,263.5555555555555
1626,263.5555555555555
1627,263.5555555555555
1628,263.5555555555555
1629,263.5555555555555
1630,263.5555555555555
1631,263.5555555555555
1632,263.5555555555555
1633,263.5555555555555
1634,263.5555555555555
1635,263.5555555555555
1636,263.6666666666666
1637,263.6666666666666
1638,263.6666666666666
1639,263.6666666666666
1640,265.55555555555543
1641,265.55555555555543
1642,265.55555555555543
1643,265.55555555555543
1644,265.77777777777766
1645,265.77777777777766
1646,265.77777777777766
1647,265.77777777777766
1648,265.77777777777766
1649,265.77777777777766
1650,265.77777777777766
1651,265.77777777777766
1652,265.77777777777766
1653,265.77777777777766
1654,265.77777777777766
1655,265.77777777777766
1656,265.77777777777766
1657,265.77777777777766
1658,265.77777777777766
1659,265.77777777777766
1660,265.77777777777766
1661,265.77777777777766
1662,265.77777777777766
1663,265.77777777777766
1664,265.77777777777766
1665,265.77777777777766
1666,265.77777777777766
1667,265.77777777777766
1668,265.77777777777766
1669,265.77777777777766
1670,265.77777777777766
1671,265.77777777777766
1672,265.77777777777766
1673,265.77777777777766
1674,265.77777777777766
1675,265.77777777777766
1676,265.77777777777766
1677,265.77777777777766
1678,265.77777777777766
1679,265.77777777777766
1680,265.77777777777766
1681,265.77777777777766
1682,265.77777777777766
1683,265.77777777777766
1684,265.77777777777766
1685,265.77777777777766
1686,265.77777777777766
1687,265.77777777777766
1688,265.77777777777766
1689,265.77777777777766
1690,265.77777777777766
1691,265.77777777777766
1692,265.77777777777766
1693,265.77777777777766
1694,265.77777777777766
1695,265.77777777777766
1696,265.77777777777766
1697,265.77777777777766
1698,265.77777777777766
1699,265.77777777777766
1700,265.77777777777766
1701,265.77777777777766
1702,265.77777777777766
1703,265.77777777777766
1704,265.77777777777766
1705,265.77777777777766
1706,265.77777777777766
1707,265.77777777777766
1708,265.77777777777766
1709,265.77777777777766
1710,265.77777777777766
1711,265.77777777777766
1712,265.77777777777766
1713,265.77777777777766
1714,265.77777777777766
1715,265.77777777777766
1716,265.77777777777766
1717,265.77777777777766
1718,265.77777777777766
1719,265.77777777777766
1720,265.77777777777766
1721,265.77777777777766
1722,265.77777777777766
1723,265.77777777777766
1724,265.77777777777766
1725,265.77777777777766
1726,265.77777777777766
1727,265.77777777777766
1728,265.77777777777766
1729,265.77777777777766
1730,265.77777777777766
1731,265.77777777777766
1732,265.77777777777766
1733,265.77777777777766
1734,265.77777777777766
1735,265.77777777777766
1736,265.77777777777766
1737,265.77777777777766
1738,265.77777777777766
1739,265.77777777777766
1740,265.77777777777766
1741,265.77777777777766
1742,265.77777777777766
1743,265.77777777777766
1744,265.77777777777766
1745,265.77777777777766
1746,265.77777777777766
1747,265.77777777777766
1748,265.77777777777766
1749,265.77777777777766
1750,265.77777777777766
1751,265.77777777777766
1752,265.77777777777766
1753,265.77777777777766
1754,265.77777777777766
1755,265.77777777777766
1756,265.77777777777766
1757,265.77777777777766
1758,265.77777777777766
1759,265.77777777777766
1760,265.77777777777766
1761,265.77777777777766
1762,265.77777777777766
1763,265.77777777777766
1764,265.77777777777766
1765,265.77777777777766
1766,265.77777777777766
1767,265.77777777777766
1768,265.77777777777766
1769,265.77777777777766
1770,265.77777777777766
1771,265.77777777777766
1772,265.77777777777766
1773,265.77777777777766
1774,265.77777777777766
1775,265.77777777777766
1776,265.77777777777766
1777,265.77777777777766
1778,265.77777777777766
1779,265.77777777777766
1780,265.77777777777766
1781,265.77777777777766
1782,265.77777777777766
1783,265.77777777777766
1784,265.77777777777766
1785,265.77777777777766
1786,265.77777777777766
1787,265.77777777777766
1788,265.77777777777766
1789,265.77777777777766
1790,265.77777777777766
1791,265.77777777777766
1792,265.77777777777766
1793,265.77777777777766
1794,265.77777777777766
1795,265.77777777777766
1796,265.77777777777766
1797,265.77777777777766
1798,265.77777777777766
1799,265.77777777777766
1800,265.77777777777766
